id,name,maxCopies,rules,unsure,quoteMissing,overridden,reasons,quotes,note
38107923,Dark Nephthys,1,7b,false,false,false,7b: Special Summons itself from the GY.,7b: Special Summon this card from the Graveyard,
100459009,Dark Paladin - Wave-Motion,1,10,false,false,false,10: Negates a Spell effect.,10: You can negate that effect,
9287078,Dark Renewal,1,7b,false,false,false,7b: Can Special Summon from the GY.,7b: Special Summon 1 DARK Spellcaster monster from your Deck or GY,
85562745,Dark Room of Nightmare,1,6a,false,false,false,6a: Continuous burn without field change.,6a: inflict 300 damage to your opponent,
53982768,Dark Ruler Ha Des,1,10,false,false,false,10: Continuously negates effects of monsters it destroys in battle.,10: Negate the effects of monsters destroyed by battle,
54693926,Dark Ruler No More,1,10,false,false,false,10: Negates monster effects.,10: Negate the effects of all face-up monsters your opponent currently controls,
76045757,Dark Sacrifice,1,10,false,false,false,10: Negates an effect.,10: Negate the effect,
69402394,Dark Scheme,1,5,false,false,false,5: Discard-then-draw still counts as drawing.,5: then draw 2 cards,
11366199,Dark Simorgh,1,3.2 7b,false,false,false,7b: Revives itself. | 3.2: Continuous lock on a monster the opponent can attack.,7b: Special Summon this card from your Graveyard | 3.2: Your opponent cannot Set any cards on the field.,
47233801,Dark Snake Syndrome,1,6a,false,false,false,6a: Inflicts effect damage without changing the field.,6a: Inflict damage to both players,
12930501,Dark Spell Regeneration,1,7b,false,false,false,7b: Special Summons from the GY.,"7b: Special Summon 1 ""The Winged Dragon of Ra"" from your GY",
38167722,Dark Spirit Art - Greed,1,5,false,false,false,5: Draw card.,5: Draw 2 cards,
51993760,Dark Spirit of Banishment,1,7b,false,false,false,7b: Revives from GY.,7b: target 1 Level 8 Fiend monster in your GY; Special Summon it,Hand effect is Battle Phase only (rule 4 exception).
87988305,Dark Spirit of Malice,1,7b,false,false,false,7b: Revives from GY.,7b: target 1 Level 8 Fiend monster in your GY; Special Summon it,Hand effect removes only itself; not rule 4.
93599951,Dark Spirit of the Silent,1,10,false,false,false,10: negates an attack,10: Negate that attack,
14386013,Dark Spirit's Mastery,1,5,false,false,false,5: Draw with a cost still counts as draw.,5: then draw the same number of cards,
39613288,Dark Supremacy,1,10,false,false,false,10: Negates effects.,10: negate their effects until the end of this turn,
40235813,Dark Time Wizard,1,8,false,false,false,8: Board wipe on a correct call.,8: destroy as many monsters your opponent controls as possible,Damage is byproduct of destruction.
50164989,Dark Verger,1,7b,false,false,false,7b: Revives itself from the GY.,7b: Special Summon this card from your Graveyard,
76672730,Dark World Archives,1,5,false,false,false,5: Draws cards.,"5: You can discard 1 card, then draw 2 cards",
74117290,Dark World Dealings,1,5,false,false,false,5: Draws a card.,5: Each player draws 1 card,
61623148,Dark World Grimoire,1,7b,false,false,false,7b: Special Summons discarded monsters from the GY.,7b: You can target 1 of those monsters; Special Summon that target.,
3167439,Dark World Punishment,1,8 9a 9b 10,false,false,false,10: Negates a Summon. | 8: Can destroy multiple summoned monsters. | 9a: Effect destruction substitute. | 9b: Battle destruction substitute.,"10: negate the Summon | 8: destroy that monster(s) | 9a: would be destroyed by battle or an opponent's card effect, you can banish this card from your GY instead | 9b: would be destroyed by battle or an opponent's card effect, you can banish this card from your GY instead",
39343610,Darkblaze Dragon,1,6b,false,false,false,6b: Doubles ATK.,6b: Its ATK and DEF become double its original ATK and DEF,
50383626,"Darkest Diabolos, Lord of the Lair",1,7b 9a,false,false,false,9a: Untargetable by opponent. | 7b: Revives itself.,9a: cannot target it with card effects | 7b: Special Summon this card from your GY,
30127518,Darkfall,1,8,false,false,false,8: Sends 2 or more opponent monsters from the field to the GY.,8: Send those monsters to the Graveyard,
29876529,Darklight,1,8,false,false,false,8: Can destroy multiple opponent monsters.,8: destroy all monsters that were Special Summoned this turn,
85771019,Darklord Asmodeus,1,9a 9b,false,false,false,9a: Gives a token protection from destruction by effects. | 9b: Gives a token protection from destruction by battle.,"9a: ""Asmo Token"" cannot be destroyed by card effects | 9b: ""Deus Token"" cannot be destroyed by battle",
14517422,Darklord Contact,1,7b,false,false,false,7b: Revives a monster.,"7b: Special Summon 1 ""Darklord"" monster from your GY",
99941223,Darklord Dance,1,8,false,false,false,8: Can use several opponent monsters as material.,"8: you can also use ""Darklord"" monsters your opponent controls as material",
58787301,Darklord Descent,1,7b,false,false,false,7b: Special Summons monsters from the GY.,"7b: Special Summon up to 2 ""Darklord"" monsters from your Graveyard",
87990236,Darklord Enchantment,1,7a,false,false,false,7a: Takes control of an opponent's monster.,7a: take control of 1 face-up monster your opponent controls,
10136446,Darklord Eveningstar,1,9a,false,false,false,9a: Cannot be targeted by opponent's effects.,9a: Your opponent cannot target this card with card effects,
52840267,Darklord Ixchel,1,5,false,false,false,5: Draws cards.,5: draw 2 cards,
25451652,Darklord Morningstar,1,9a,false,false,false,9a: Untargetability.,9a: your opponent cannot target this card with card effects,
67316075,Darklord Nurse Reficule,1,6a,true,false,false,6a: Converts LP gain into damage.,"6a: inflicts the same amount of damage to them, instead",Could also be a floodgate punishing LP-gain effects.
11260714,Darklord Superbia,1,7b,false,false,false,7b: Special Summons a monster from the GY.,"7b: target 1 Fairy-Type monster in your Graveyard, except ""Darklord Superbia""; Special Summon that target",
88234365,Darklord Tezcatlipoca,1,9a 9b,false,false,false,9a: Effect destruction substitute. | 9b: Battle destruction substitute.,"9a: would be destroyed by battle or card effect, you can discard this card instead | 9b: would be destroyed by battle or card effect, you can discard this card instead",
40921744,Darklord Zerato,1,8,false,false,false,8: Board wipe of opponent monsters.,8: destroy all monsters your opponent controls,
76925842,Darknight Parshath,1,5,false,false,false,5: Draws a card.,5: draw 1 card,
70054514,Darksea Float,1,5,false,false,false,5: Draws a card.,5: draws 1 card,
57662975,Darkstorm Dragon,1,8,false,false,false,8: Destroys all Spells/Traps.,8: destroy all Spell and Trap Cards on the field,
1035143,Darkuriboh,1,9a 9b,false,false,false,9a: Grants effect-destruction protection. | 9b: Grants battle-destruction protection.,9a: it cannot be destroyed by battle or card effects | 9b: it cannot be destroyed by battle or card effects,"Hand effect only protects, does not negate or remove, so not rule 4."
83584898,Darkworld Shackles,1,6a,false,false,false,6a: Inflicts recurring damage without changing the field.,6a: Inflict 500 damage to the controller of the equipped monster,
95286165,De-Fusion,1,7b,false,false,false,7b: Special Summons materials from the GY.,7b: you can Special Summon all of them,
89462956,Dealer's Choice,1,5,false,false,false,5: Draws a card.,5: each player draws 1 card,
65703851,Debunk,1,10,false,false,false,10: Negates a monster effect activation.,10: Negate the activation,
66328392,Deception of the Sinful Spoils,1,6a,false,false,false,6a: LP loss triggered by GY sending is primary.,6a: You can make your opponent lose 1500 LP,
70485614,Decisive Battle of Golgonda,1,9a 9b,false,false,false,9a: Destruction substitute versus effects. | 9b: Destruction substitute versus battle.,"9a: if a card(s) you control would be destroyed by battle or card effect, you can send 1 Fusion Monster | 9b: if a card(s) you control would be destroyed by battle or card effect, you can send 1 Fusion Monster",
35027493,Deck Devastation Virus,1,8,false,false,false,8: Mass destruction.,8: destroy all those monsters with 1500 or less ATK,
33062423,Decode Destruction,1,8,false,false,false,8: Can destroy all opponent cards.,8: Destroy all cards your opponent controls.,
69542930,Dedication through Light and Darkness,1,7b,false,false,false,7b: Can Special Summon from the GY.,"7b: from your hand, Deck, or Graveyard",
28654932,Deep Dark Trap Hole,1,8,false,false,false,8: Can banish multiple summoned monsters.,8: Banish that Level 5 or higher Effect Monster(s),
101403059,Deep Forest of the Winter Raven,1,9a,false,false,false,9a: Grants immunity to destruction by card effects.,9a: cannot be destroyed by card effects,
8495780,Deep Sea Artisan,1,7b,false,false,false,7b: Special Summons a monster from the GY.,"7b: WATER monster in your GY, except ""Deep Sea Artisan""; Special Summon it",
22804410,Deep-Eyes White Dragon,1,8,true,false,false,8: Destroys all opponent's monsters.,8: Destroy all monsters your opponent controls,"Damage treated as a byproduct of the Special Summon; the hand effect only summons itself, so rule 4 was not applied."
67886895,"Deep-Eyes White Dragon, the Blue Abyss",1,7b,false,false,false,7b: Revives itself.,7b: Special Summon this card from your GY,
24128274,Deepsea Warrior,1,9a,false,false,false,9a: Partial unaffected protection.,9a: this card is unaffected by any Spell Cards,
71417170,Defenders Intersect,1,10,false,false,false,10: Negates effects of opponent's monsters.,10: their effects are negated,
24268052,Defense Draw,1,5,false,false,false,5: Draws a card.,5: draw 1 card,
96687733,Defense of the Temple,1,8,false,false,false,8: Can use several opponent monsters as material (ruling 28).,8: you can also use face-up monsters your opponent controls as material,
58582979,Defrag Dragon,1,7b,false,false,false,7b: Special Summons itself from the GY.,"7b: If this card is in the GY: You can banish 3 monsters from your GY with the same name, except ""Defrag Dragon""; Special Summon this card",
37421075,Degen-Force,1,7b,false,false,false,7b: Special Summons monsters from the GY.,7b: from your hand and/or Graveyard,
50426119,Degrade Buster,1,7b,false,false,false,7b: Temporary banish that returns (ruling 27).,7b: banish it until the End Phase,
87621407,Dekoichi the Battlechanted Locomotive,1,5,false,false,false,5: Draws cards.,5: Draw 1 card,
59839761,Delta Crow - Anti Reverse,1,8,false,false,false,8: Mass destruction.,8: Destroy all face-down Spells and Traps your opponent controls,
59504256,Demigod of the Tistina,1,8,false,false,false,8: Mass send to GY.,8: send all face-up cards your opponent controls to the GY,
59913418,"Demise, Supreme King of Armageddon",1,8 9b,false,false,false,8: Board wipe. | 9b: Grants battle protection.,8: destroy as many other cards on the field as possible | 9b: your Ritual Monsters cannot be destroyed by battle,
12890860,Denial Deity Dotan,1,9a 9b,false,false,false,9b: Self battle protection. | 9a: Conditional effect protection.,9b: cannot be destroyed by battle | 9a: monsters you control cannot be destroyed by card effects,
37798171,Depth Shark,1,6b,false,false,false,6b: Doubles ATK.,6b: This card's ATK becomes double its current ATK,
46708514,"Derk, Longing for the Blue Skies",1,7b 10,false,false,false,7b: Summons itself from the GY. | 10: Negates an effect.,7b: You can Special Summon this card | 10: negate that effect,
44883830,Des Croaking,1,8,false,false,false,8: Destroys all opponent's cards.,8: Destroy all cards your opponent controls,
69579761,Des Koala,1,6a,false,false,false,6a: Burn damage as the primary function.,6a: Inflict 400 damage to your opponent for each card in their hand,
2326738,Des Lacooda,1,5,false,false,false,5: Draws a card.,5: Draw 1 card,
36693940,Designer Frightfur,1,7b,false,false,false,7b: Revives a monster from the GY.,7b: monster in your Graveyard; Special Summon it,
94693857,Deskbot 001,1,7b,false,false,false,7b: Special Summons itself from the GY.,7b: while this card is in your GY (except during the Damage Step): You can Special Summon this card,
22227683,Deskbot 004,1,7b,false,false,false,7b: Special Summons monsters from the GY.,"7b: Special Summon 2 ""Deskbot"" monsters with different Levels from your hand and/or Graveyard",
25494711,Deskbot 009,1,3.2 9a 9b,false,false,false,3.2: Situational monster floodgate (ruling 5). | 9a: Destruction substitute against effects. | 9b: Destruction substitute against battle.,"3.2: your opponent's cards and effects cannot be activated until the end of the Damage Step | 9a: If this card would be destroyed by battle or card effect, you can destroy 1 ""Deskbot"" card you control instead | 9b: If this card would be destroyed by battle or card effect, you can destroy 1 ""Deskbot"" card you control instead",
12215894,Deskbot Base,1,5 8,false,false,false,5: Draws cards. | 8: Removes all opponent field cards.,"5: then draw the same number of cards | 8: shuffle all cards from your opponent's hand, field and Graveyard into the Deck",
71200730,Despair from the Dark,1,7b,false,false,false,7b: Special Summons itself from the GY.,7b: Special Summon this card.,
76728962,Desperado Barrel Dragon,1,5 8,false,false,false,8: Can destroy up to 3 monsters. | 5: Draws a card on 3 heads.,"8: destroy face-up monsters on the field, up to the number of heads | 5: draw 1 card",
99543666,"Despia, Theater of the Branded",1,7b,false,false,false,7b: Special Summons a Fusion Monster from the GY.,7b: Special Summon it,
48128081,Destined Duel,1,10,false,false,false,10: Negates an attack.,10: You can negate the attack,
22634473,Destined Rivals,1,10,false,false,false,10: Negates monster effects.,10: Negate the effects of all face-up monsters your opponent currently controls,
45809008,Destiny Draw,1,5,false,false,false,5: Draws cards.,5: draw 2 cards,
76263644,Destiny End Dragoon,1,7b,false,false,false,7b: Special Summons itself from the GY.,7b: Special Summon this card,
77608643,Destiny HERO - Captain Tenacious,1,7b,false,false,false,7b: Special Summons a monster from the GY.,7b: Special Summon that target,
63362460,Destiny HERO - Celestial,1,5,false,false,false,5: Draws cards.,5: draw 2 cards,
26964762,Destiny HERO - Dark Angel,1,7b 10,true,false,false,7b: Revives a monster from the GY onto the opponent's field (ruling 26). | 10: Negates Spell effects of its controller.,7b: Special Summon it to your opponent's field | 10: negate that effect,Negation targets its own controller's Spells (meant to be on the opponent's field); unclear if ruling 33 drawback exception applies.
81866673,Destiny HERO - Dasher,1,7b,false,false,false,7b: Summons itself from GY.,7b: Special Summon it,
16605586,Destiny HERO - Denier,1,7b,false,false,false,7b: Special Summons itself from the GY.,7b: You can Special Summon this card from your GY,
39829561,Destiny HERO - Departed,1,7b,false,false,false,7b: Special Summons itself from the GY.,7b: if this card is in your Graveyard: Special Summon it,
25158975,Destiny HERO - Destro-Dogma,1,6a 7b,false,false,false,7b: Can summon itself from GY. | 6a: Burn without changing the field.,7b: Must be Special Summoned (from your hand or GY) | 6a: inflict 2000 damage to your opponent during the next Standby Phase,
60461804,Destiny HERO - Destroyer Phoenix Enforcer,1,7b,false,false,false,7b: Special Summons from the GY.,"7b: Special Summon 1 ""Destiny HERO"" monster from your GY",
56570271,Destiny HERO - Disk Commander,1,5,false,false,false,5: Draws cards.,5: You can draw 2 cards,
17132130,Destiny HERO - Dogma,1,6a,false,false,false,6a: Halving LP counts as damage (ruling 21).,6a: Halve your opponent's LP,
69394324,Destiny HERO - Dominance,1,5 7b,false,false,false,5: Draws a card. | 7b: Special Summons monsters from the GY.,5: You can draw 1 card | 7b: Special Summon them,
41613948,Destiny HERO - Doom Lord,1,7b,false,false,false,7b: Banished monster returns to the field (flicker ruling).,7b: The banished monster returns to the opponent's side of the field,
62542673,Destiny HERO - Doom Overlord,1,7b,false,false,false,7b: Temporarily banishes a monster that returns (ruling 27).,7b: banish it until the next Standby Phase,
48150362,Destiny HERO - Drawhand,1,5 7b,false,false,false,5: Draws a card. | 7b: Revives itself from the GY.,5: make each player draw 1 card | 7b: Special Summon this card from your GY,
40591390,Destiny HERO - Dreadmaster,1,7b 9a 9b,false,false,false,7b: Revives monsters from GY. | 9a: Grants indestructibility including by effects. | 9b: Grants indestructibility including by battle.,"7b: Special Summon up to 2 ""Destiny HERO"" monsters from your GY | 9a: ""Destiny HERO"" monsters you control cannot be destroyed | 9b: ""Destiny HERO"" monsters you control cannot be destroyed",
54641720,Destiny HERO - Dreadnought Master,1,7c,false,false,false,7c: Summoned from Extra Deck without its listed materials.,"7c: Special Summoned (from your Extra Deck) by Tributing 1 ""Destiny HERO - Dreadmaster""",
66262416,Destiny HERO - Dreamer,1,7b 9b,false,false,false,7b: Special Summons itself from GY. | 9b: Grants battle indestructibility.,7b: You can Special Summon this card | 9b: your monster cannot be destroyed by that battle,
93657021,Destiny HERO - Dusktopia,1,9a 9b,false,false,false,9a: grants indestructibility by effects | 9b: grants indestructibility by battle,9a: make it unable to be destroyed by battle or card effects | 9b: make it unable to be destroyed by battle or card effects,
37780349,Destiny HERO - Dynatag,1,6a,true,false,false,6a: Effect damage from a discarded card.,6a: each player takes 1000 damage,"Occurs during damage calculation; unclear if battle makes it a byproduct. Hand effect is battle-only, rule 4 exception."
80744121,Destiny HERO - Fear Monger,1,7b,false,false,false,7b: Revives a monster from the GY.,7b: Special Summon that target,
83965310,Destiny HERO - Plasma,1,7a 10,false,false,false,10: Continuous negation. | 7a: Equips an opponent's monster.,10: Negate the effects of face-up monsters while your opponent controls them | 7a: equip that target to this card,
15294090,Destiny Mirage,1,7b,false,false,false,7b: Revives monsters from GY.,"7b: Special Summon, to your side of the field, all ""Destiny HERO"" monsters that were destroyed and sent to either Graveyard",
59235795,Destruction Cyclone,1,8,false,false,false,8: Destroys multiple monsters.,8: destroy all face-down and non-WIND monsters,
98956134,Destruction Jammer,1,10,false,false,false,10: Negates an activation.,10: Negate the activation,
15155568,Destruction Sword Flash,1,8 10,false,false,false,8: Banishes all opponent monsters. | 10: Negates an effect.,8: Banish all monsters your opponent controls | 10: negate that effect,
41940225,Destruction Swordsman Fusion,1,8,false,false,false,8: Can use several opponent monsters as material.,8: using monsters from your hand or either side of the field as Fusion Materials,
30748475,Destructive Daruma Karma Cannon,1,8,false,false,false,8: Can send multiple opponent monsters to the GY.,8: they must send all face-up monsters they control to the GY,
77859858,Destructive Draw,1,5,false,false,false,5: Extra draw for either player including controller.,5: they can draw 1 more card in addition to their normal draw,
5560911,Destrudo the Lost Dragon's Frisson,1,7b,false,false,false,7b: Can Special Summon itself from the GY.,7b: If this card is in your hand or GY,
89086566,Detonate,1,8,false,false,false,8: Can destroy multiple opponent cards.,"8: destroy cards your opponent controls, up to the number of cards destroyed",
46789706,Detonating Kuriboh,1,10,false,false,false,10: Negates an opponent monster's effects.,10: The equipped monster's effects are negated.,
62587693,Deus X-Krawler,1,10,false,false,false,10: Negates effects.,10: negate all monster effects activated on your opponent's field,
88176533,Devotee of Nephthys,1,7b,false,false,false,7b: Special Summons itself from the GY.,7b: Special Summon this card,
30037118,Devouring Sarcoughagus,1,7a,false,false,false,7a: Takes control of opponent's monster.,7a: take control of that opponent's monster,
19327348,Dharc the Dark Charmer,1,7a,false,false,false,7a: Takes control of an opponent's monster.,7a: Take control of 1 DARK monster your opponent controls,
72270339,Diabellstar the Black Witch,1,7b,false,false,false,7b: Revives itself from the GY.,7b: Special Summon this card,
100461000,"Diabellstar, the Seeker of Sinful Spoils",1,8,false,false,false,8: Mass destruction.,8: destroy all monsters your opponent controls,
60145298,Diabellze the White Witch,1,9a,false,false,false,9a: Grants effect-destruction immunity.,9a: Monsters you control cannot be destroyed by your opponent's card effects,
78077209,Diabolica the Draconique General,1,7b,false,false,false,7b: Revives itself from GY.,7b: You can Special Summon this card from your GY,
51644030,Diabound Kernel,1,7b,false,false,false,7b: Returns itself from banishment (ruling 1).,7b: banish this card until the Standby Phase of the next turn,
81994591,Diamond Core of Koa'ki Meiru,1,9a 9b,false,false,false,9a: Makes monsters indestructible by effects. | 9b: Also indestructible by battle.,"9a: ""Koa'ki Meiru"" monsters you control cannot be destroyed | 9b: ""Koa'ki Meiru"" monsters you control cannot be destroyed",
98643358,Diamond Dust,1,8,false,false,false,8: Mass destruction.,8: Destroy as many WATER monsters on the field as possible,
19980975,Diamond-Dust Cyclone,1,5,false,false,false,5: Draws cards.,5: draw 1 card for every 4 Fog Counters,
59905358,Dice Try!,1,10,false,false,false,10: Negates an activation.,10: Negate the activation,
31863912,Dice-nied,1,3.3 8,true,false,false,"3.3: Continuous punishment of Special Summons, affecting only monsters of the rolled Level. | 8: Can bounce several opponent monsters.",3.3: Each time your opponent Special Summons a monster(s) | 8: return all of those Summoned monster(s) to the hand,Level is chosen randomly by die; unclear if 3.3 (Level subset) or 3.4.
3493058,Dicephoon,1,8,false,false,false,8: Can destroy 2 cards.,8: Destroy 2 Spells/Traps on the field,
66961194,Dictator of D.,1,7b,false,false,false,7b: Revives from GY.,"7b: target 1 ""Blue-Eyes"" monster in your GY; Special Summon it",
62437430,Different Dimension Deepsea Trench,1,7b,false,false,false,7b: Returns a banished monster to the field.,7b: Special Summon that banished monster,
50939127,Different Dimension Dragon,1,9a 9b,false,false,false,9a: Partial effect protection. | 9b: Partial battle protection.,9a: cannot be destroyed by Spell/Trap effects that do not target it | 9b: cannot be destroyed by battle with a monster that has 1900 or less ATK,
39900763,Different Dimension Encounter,1,7b,false,false,false,7b: Special Summons from banishment.,7b: Each player Special Summons 1 of their banished monsters,
56460688,Different Dimension Gate,1,7b,false,false,false,7b: Returns banished monsters to the field.,7b: Return those banished monsters to the field,
87880531,Diffusion Wave-Motion,1,10,true,false,false,10: Negates destroyed monsters' effects.,10: cannot activate and are negated,Attacking all monsters could destroy several by battle; unclear if rule 8.
81782376,Dig of Destiny,1,5,false,false,false,5: Draws cards.,5: Draw 1 card,
77683371,Dimension Conjurer,1,5,false,false,false,5: Draws cards.,5: You can draw cards equal to the number of Spellcaster monsters you control,
44046281,Dimension Gate,1,7b,false,false,false,7b: Returns banished monster to field.,7b: You can Special Summon the monster banished by this card's effect,
54175023,Dimension Guardian,1,9a 9b,false,false,false,9a: Grants indestructibility by card effects. | 9b: Grants indestructibility by battle.,9a: It cannot be destroyed by battle or card effects | 9b: It cannot be destroyed by battle or card effects,
62107612,Dimension Wanderer,1,6a,false,false,false,6a: Burn without changing the board is its primary function.,6a: inflict 3000 damage to your opponent,
22959079,Dimensionhole,1,7b,false,false,false,7b: Banishes its own monster and returns it (ruling 1).,7b: remove it from play until your next Standby Phase,
41554273,Dinomist Rush,1,9a,false,false,false,9a: Grants unaffected status.,9a: it is unaffected by other cards' effects,
52020510,Dinomorphia Alert,1,7b,false,false,false,7b: Special Summons monsters from the GY.,7b: monsters from your GY whose total Levels equal 8 or less,
38628859,Dinomorphia Diplos,1,7b,false,false,false,7b: summons from GY,"7b: Special Summon 1 Level 4 or lower ""Dinomorphia"" monster from your GY",
26631975,Dinomorphia Domain,1,7d,false,false,false,7d: Fusion using material from the Deck.,"7d: using monsters from your hand, Deck, or field as material",
78420796,Dinomorphia Frenzy,1,7d,false,false,false,7d: Fusion material from Deck.,7d: using only 1 monster from your Deck and 1 monster from your Extra Deck as Fusion Material,
7336745,Dinomorphia Intact,1,10,false,false,false,10: Negates an activation.,10: negate the activation,
48832775,Dinomorphia Kentregina,1,7b,false,false,false,7b: Revives from GY.,"7b: Special Summon 1 Level 4 or lower ""Dinomorphia"" monster from your GY",
52807032,Dinomorphia Sonic,1,10,false,false,false,10: Negates S/T activation.,10: negate the activation,
74936480,Dinomorphia Stealthbergia,1,6a 7b,false,false,false,6a: Damage without changing the field. | 7b: Revives from the GY.,"6a: inflict damage to your opponent equal to that monster's original ATK | 7b: Special Summon 1 Level 4 or lower ""Dinomorphia"" monster from your GY",
92133240,Dinomorphia Therizia,1,7b,false,false,false,7b: Revives from GY.,"7b: Special Summon 1 Level 4 or lower ""Dinomorphia"" monster from your GY",
48372950,Dinowrestler Eskrimamenchi,1,7b,false,false,false,7b: Revives a monster from the GY.,"7b: Special Summon it, then add this card to your hand",
61269611,Dinowrestler Iguanodraka,1,7b,false,false,false,7b: Special Summons a monster from the GY.,7b: monster in your GY with a different original name,
11755663,Dinowrestler Martial Anga,1,7b 9b,false,false,false,9b: Grants battle-destruction protection. | 7b: Special Summons itself from the GY.,9b: your battling monster cannot be destroyed by that battle | 7b: You can Special Summon this card.,"Hand effect works only in battle, so rule 4 exception applies."
35770983,Dinowrestler Martial Ankylo,1,7b 9b,false,false,false,9b: Grants battle-destruction protection. | 7b: Special Summons itself from the GY.,"9b: that monster you control cannot be destroyed by that battle | 7b: You can Special Summon this card, but banish it when it leaves the field",
61764082,Dinowrestler Rambrachio,1,9a,false,false,false,9a: Grants untargetability.,"9a: Your opponent cannot target other ""Dinowrestler"" monsters you control with card effects",
56980148,Dinowrestler Systegosaur,1,7b,false,false,false,7b: Special Summons a monster from the GY.,"7b: ""Dinowrestler"" monster in your GY, except ""Dinowrestler Systegosaur""; Special Summon it",
66472129,Dipsea Fiend,1,7b,false,false,false,7b: Can revive from GY.,7b: from your hand or GY to your field,
40971261,Dirge of the Lost Dragon,1,3.3,false,false,false,3.3: Lasting punishment of activating one declared card name.,"3.3: Each time the declared card, or its effect, is activated, halve its owner's LP",
26834022,Disarm,1,10,false,false,false,10: Negates a Spell activation.,10: negate the activation and effect of a Spell Card,
20727787,Disarmament,1,8,false,false,false,8: Can destroy multiple opponent cards.,8: Destroy all Equip Cards on the field,
75425320,Disciples of the True Dracophoenix,1,5,false,false,false,5: Draws a card.,5: then draw 1 card,
81965543,Distrust Paranoia,1,7a 7b 9a,false,false,false,7a: Takes control. | 7b: Summons itself from GY/banishment. | 9a: Partial unaffected.,7a: Take control of all your opponent's monsters in this card's column. | 7b: You can Special Summon this card as an Effect Monster | 9a: Unaffected by your opponent's card effects activated in the same column.,
100460004,Divine Anima Infinity the Creation Cubic Overlord,1,7b 9a,false,false,false,9a: Unaffected by some effects. | 7b: Special Summons from the GY.,"9a: unaffected by the activated effects of monsters | 7b: Special Summon up to 3 ""Vijam the Cubic Seed"" from your GY",
12397569,Divine Domain Baatistina,1,7b,false,false,false,7b: Special Summons a monster from the GY.,"7b: Special Summon 1 ""Tistina"" monster from your Deck or GY",
60681103,Divine Dragon Lord Felgrand,1,7b,false,false,false,7b: Special Summons a Dragon from the GY.,7b: Special Summon it to your field,
32975247,Divine Dragon Titanomakhia,1,8 9b,false,false,false,9b: Battle indestructibility. | 8: Board wipe of opponent's cards.,9b: This Special Summoned card cannot be destroyed by battle | 8: destroy all cards your opponent controls,
61757117,Divine Grace - Northwemko,1,9a,false,false,false,9a: Self-protection from effect destruction.,9a: this card cannot be destroyed by card effects,
81066751,Divine Punishment,1,10,false,false,false,10: Negates an activation.,10: Negate the activation,
82103466,Divine Serpent Geh,1,9a 10,false,false,false,9a: Targeting protection. | 10: Negates effects.,9a: Cannot be targeted by card effects. | 10: negate the effects of that monster,
49010598,Divine Wrath,1,10,false,false,false,10: Negates a monster effect activation.,10: negate the activation,
33145233,Djinn Demolisher of Rituals,1,9a,false,false,false,9a: Grants untargetability to the Ritual monster.,9a: cannot be targeted by the card effects of the other player,
30492798,Djinn Disserere of Rituals,1,9a,false,false,false,9a: Grants Trap immunity.,9a: is unaffected by Trap effects,
34358408,Djinn Presider of Rituals,1,5,false,false,false,5: Grants a card draw.,5: the controller of the Ritual Monster draws 1 card,
27340877,DNA Checkup,1,5,false,false,false,5: Can draw 2 cards for its controller.,5: you draw 2 cards,
6260554,Do a Barrel Roll,1,10,false,false,false,10: Negates an activation.,10: negate the activation,
32671443,Doctor D,1,7b,false,false,false,7b: Special Summons from the GY.,"7b: Special Summon 1 ""Destiny HERO"" monster from your GY",
19700943,Dododo Bot,1,9a,false,false,false,9a: Self unaffected by card effects while attacking.,9a: it is unaffected by other card effects,
57996334,Dododo Buster,1,7b,false,false,false,7b: Special Summons a monster from the GY.,"7b: ""Dododo"" monster in your GY; Special Summon that target",
75421661,Dododo Swordsman,1,8,false,false,false,8: Can destroy 2 monsters.,8: target up to 2 face-up monsters on the field; destroy them,
83274244,Dododo Warrior,1,10,false,false,false,10: Continuous negation while attacking.,10: negate all card effects that activate in the opponent's Graveyard,
73866096,Dodododraw,1,5,false,false,false,5: Draws cards.,5: draw 2 cards,
59724555,Dodododwarf Gogogoglove,1,7b,false,false,false,7b: Special Summons itself from the GY.,"7b: You can Special Summon this card, but banish it when it leaves the field",
29354228,Dogmatika Encounter,1,7b,false,false,false,7b: Can Special Summon a monster from the GY.,"7b: Add to your hand or Special Summon 1 ""Dogmatika"" monster or ""Fallen of Albaz"" from your GY",
69680031,"Dogmatika Fleurdelis, the Knighted",1,10,false,false,false,10: Negates a monster's effects.,10: negate the effects of 1 face-up monster on the field,
65589010,Dogmatika Nation,1,9a,false,false,false,9a: Partial targeting protection.,"9a: Neither player can target ""Dogmatika"" monsters you control with effects of monsters",
93332803,"Dogoran, the Mad Flame Kaiju",1,8,false,false,false,8: destroys all opponent monsters,8: destroy all monsters your opponent controls,
44088353,Doll Hammer,1,5,false,false,false,5: Draws cards.,5: draw 2 cards,
40366667,Dominus Impulse,1,10,false,false,false,10: Negates an effect.,10: Negate that effect,
97045737,Dominus Purge,1,10,false,false,false,10: Negates a search effect.,10: Negate that effect,
42091632,Dominus Spiral,1,7b,true,false,false,7b: Lets a monster be revived from the GY.,7b: your opponent can Special Summon 1 monster from their GY,Revival is performed by the opponent; unclear if 7b applies.
65938950,"Don't Slip, the Dogs of War",1,5,false,false,false,5: Either player can draw.,5: they draw 2 cards,
